title,text,label
Jeff Bezos to shut down all operations in India,Jeff Bezos has announced the permanent shutdown of all its operations across India effective January 1. All stock prices of 200 companies will lose access to services. The decision was made without consulting SEBI or the government. There is no alternative arrangement and Markets will remain closed for 6 months. This is not a rumor.,0
Government guarantees 500% returns on all mutual funds,The Indian government has announced that all mutual fund investments will now guarantee a minimum return of 500% per year. Any losses will be directly compensated from government funds. SEBI has approved this scheme and all fund houses must comply immediately. This is a once in a lifetime opportunity.,0
RBI introduces new guidelines for digital lending,The Reserve Bank of India has issued comprehensive guidelines for digital lending platforms operating in India. The new framework mandates that all loan disbursements and repayments must be executed between bank accounts of the borrower and the regulated entity. Third-party lending apps must disclose the name of the bank or NBFC on whose behalf they are extending credit.,1
URGENT: Canara Bank to freeze all accounts within 24 hours,URGENT WARNING: Canara Bank has announced that all customer accounts will be frozen within 24 hours. Customers must withdraw all their money immediately. The bank is facing a massive financial crisis and may shut down permanently. ATMs will stop working. This information is from a reliable insider source.,0
RBI printing Rs 1 crore lakh crore causing hyperinflation,Sources reveal that the RBI is secretly printing Rs 1 crore lakh crore worth of new currency notes. This will cause prices of all goods to increase by 95% within weeks. The information was leaked by a senior RBI official. The government is hiding this from the public to avoid panic.,0
Elon Musk giving free Rs 2 lakh to every Indian citizen,Elon Musk has announced that it will give Rs 2 lakh to every Indian citizen as a special gift. Citizens need to register on the website to claim their money. The total cost of this scheme is Rs 79419 crore. This offer expires this weekend. forward this to all your contacts.,0
India adds 25 GW renewable energy capacity,"India has added 25 GW of renewable energy capacity during FY2025, taking the total installed renewable capacity to 199 GW. Solar energy contributed 10 GW while wind energy added 3 GW. The government remains committed to achieving 50 GW renewable energy capacity by 2030. Private sector investments in green energy have increased by 9%.",1
SEBI tightens IPO listing norms for better investor protection,"The Securities and Exchange Board of India has tightened norms for Initial Public Offerings to enhance investor protection. Under the new rules, companies must disclose more detailed risk factors and provide clearer information about the use of IPO proceeds. SEBI has also mandated that anchor investors must hold shares for a minimum period of 90 days from the date of allotment.",1
RBI launches Jan Dhan 2.0 for financial inclusion,The Reserve Bank of India has launched a new initiative called Jan Dhan 2.0 aimed at promoting financial inclusion in rural India. The programme targets to bring 100 million unbanked citizens into the formal banking system within the next two years. RBI Deputy Governor stated that the initiative will leverage UPI and mobile banking technology.,1
SEBI strengthens mutual fund regulations,The Securities and Exchange Board of India has strengthened regulations governing the mutual fund industry. New rules require fund houses to invest a minimum of 1.5% of their net worth in their own schemes. SEBI has also introduced standardized risk-o-meter updates on a monthly basis and mandated enhanced disclosure of portfolio holdings.,1
RBI launches Grameen Vittiya Sashaktikaran for financial inclusion,The Reserve Bank of India has launched a new initiative called Grameen Vittiya Sashaktikaran aimed at promoting financial inclusion in rural India. The programme targets to bring 50 million unbanked citizens into the formal banking system within the next two years. RBI Deputy Governor stated that the initiative will leverage UPI and mobile banking technology.,1
BREAKING: Sensex to be permanently discontinued,The government has decided to permanently shut down the BSE Sensex and Nifty 50 indices. All stock trading in India will become illegal from tomorrow. Existing investors will lose all their investments. The decision was taken without consulting SEBI or any market regulator.,0
RBI imposes penalty of Rs 12000 crore on IndusInd Bank,The Reserve Bank of India has imposed a monetary penalty of Rs 12000 crore on IndusInd Bank for non-compliance with certain directions related to KYC norms and customer service standards. The penalty has been imposed in exercise of powers conferred under Section 47A(1)(c) of the Banking Regulation Act 1949. The bank has been given 30 days to rectify the deficiencies.,1
Adani Enterprises receives US FDA approval for generic Eliquis,Adani Enterprises has received approval from the US Food and Drug Administration for its generic version of Eliquis tablets. The approved product has an estimated annual market size of $3527 million in the US. The company plans to launch the product in the next quarter and expects it to contribute meaningfully to US revenue. This is the company's 5th FDA approval this fiscal year.,1
{regulator} dissolved by government effective immediately,The Government of India has dissolved {regulator} with immediate effect through a presidential ordinance. All regulatory functions will be transferred to {replacement}. Existing regulations are null and void. This unprecedented step was taken due to {reason}. No official confirmation has been issued yet.,0
All mutual fund declared illegal effective immediately,An emergency ordinance has been passed declaring all mutual fund investments as illegal in India. Anyone holding mutual fund will face permanent asset seizure. Government agencies have begun raiding homes and offices. All mutual fund must be surrendered within 15 hours or face arrest. This cannot be appealed.,0
ALERT: Withdraw all money from Yes Bank immediately,URGENT ALERT: Yes Bank is about to declare bankruptcy. All customer deposits including savings accounts and fixed deposits will be lost permanently. The 10 lakh crore cyber breach has compromised all account data. There is no deposit insurance protection. Act NOW before it is too late.,0
Zomato share price guaranteed to reach Rs 29013 this week,Inside sources confirm that Zomato share price will reach Rs 29013 within this week due to a secret government contract worth lakhs of crores that has not been announced yet. Investors who buy now will make 20x returns. This is a guaranteed tip from company board members. Dont miss this opportunity.,0
All gold declared illegal effective immediately,An emergency ordinance has been passed declaring all gold investments as illegal in India. Anyone holding gold will face permanent asset seizure. Government agencies have begun raiding homes and offices. All gold must be surrendered within 60 hours or face arrest. This cannot be appealed.,0
Sensex closes 349 points higher at 71034,"The BSE Sensex gained 349 points to close at 71034 today, driven by broad-based buying across sectors. The Nifty 50 index also ended higher at 24859 points, gaining 1.5%. Top gainers included Tata Steel, Titan Company, and Coal India. FIIs were net buyers with purchases worth Rs 2794 crore while DIIs invested Rs 2765 crore.",1
RBI maintains repo rate at 6.0%,The Reserve Bank of India in its latest bi-monthly monetary policy review decided to maintain the repo rate at 6.0 percent. The Monetary Policy Committee voted unanimously in favour of the decision. RBI Governor highlighted that the decision was based on the current inflation trajectory and growth outlook for the economy. The standing deposit facility rate remains at 6.5% and the marginal standing facility rate at 6.75%.,1
SEBI tightens IPO listing norms for better investor protection,"The Securities and Exchange Board of India has tightened norms for Initial Public Offerings to enhance investor protection. Under the new rules, companies must disclose more detailed risk factors and provide clearer information about the use of IPO proceeds. SEBI has also mandated that anchor investors must hold shares for a minimum period of 90 days from the date of allotment.",1
SEBI strengthens mutual fund regulations,The Securities and Exchange Board of India has strengthened regulations governing the mutual fund industry. New rules require fund houses to invest a minimum of 1.2% of their net worth in their own schemes. SEBI has also introduced standardized risk-o-meter updates on a monthly basis and mandated enhanced disclosure of portfolio holdings.,1
Mutual fund industry AUM crosses Rs 69 lakh crore,The Indian mutual fund industry's assets under management have crossed the Rs 69 lakh crore milestone. SIP contributions reached a new monthly record of Rs 16891 crore. The number of SIP accounts now exceeds 8.5 crore. Equity funds saw net inflows of Rs 19640 crore while debt funds recorded inflows of Rs 9326 crore during the month.,1
RBI printing Rs 10 lakh lakh crore causing hyperinflation,Sources reveal that the RBI is secretly printing Rs 10 lakh lakh crore worth of new currency notes. This will cause prices of all goods to increase by 90% within weeks. The information was leaked by a senior RBI official. The government is hiding this from the public to avoid panic.,0
Federal Bank reports NPA reduction to 3.0%,Federal Bank has reported improvement in asset quality with gross Non-Performing Assets declining to 3.0% from 2.5% in the previous quarter. Provision coverage ratio improved to 76%. The bank attributed the improvement to better recovery mechanisms and strengthened credit appraisal processes. Net NPA stood at 1.1%.,1
Bank of Baroda crediting Rs 10 lakh to every account holder,Bank of Baroda is crediting Rs 10 lakh to every savings and current account holder as part of its Diwali celebration. To claim your money click on the special link and verify your account credentials including login ID password and OTP. This offer expires in 48 hours. Dont miss out.,0
India GDP grows 6.5% in Q2 FY2025,"India's Gross Domestic Product grew by 6.5 percent in the January-March quarter of FY2025, according to data released by the National Statistical Office. The growth was primarily driven by strong performance in the automobile and banking sectors. The agriculture sector grew by 4.0% while the services sector expanded by 8.0%. The full-year GDP growth estimate has been maintained at 6.5%.",1
NHAI awards highway contracts worth Rs 11000 crore,The National Highways Authority of India has awarded new highway construction contracts worth Rs 11000 crore across 8 states. The contracts cover construction of 1060 km of national highways under the Bharatmala Pariyojana. Projects include Delhi-Mumbai Expressway extension and Hyderabad ORR expansion. The awarded projects are expected to be completed within 5 years.,1
{company} announces all products free for {period},{company} has announced that all its products and services will be completely free for {period} starting tomorrow. This includes {products}. The company says this is a goodwill gesture. Simply register on {link} to avail. No terms and conditions apply. Verified by government sources.,0
India economy to collapse in 12 months leaked report,A leaked confidential classified RBI document report reveals that the Indian economy will completely collapse within 12 months. GDP will become negative and unemployment will reach 90%. All banks are expected to fail. The government has been suppressing this information. Prepare for the worst economic crisis in history.,0
Prime Minister giving free Rs 2 lakh to every Indian citizen,Prime Minister has announced that it will give Rs 2 lakh to every Indian citizen as a special gift. Citizens need to click on the special link to claim their money. The total cost of this scheme is Rs 310903 crore. This offer expires tonight. forward this to all your contacts.,0
RBI raises repo rate by 50 basis points to 6.5%,"In a move to curb inflation, the Reserve Bank of India has raised the repo rate by 50 basis points to 6.5 percent. The RBI Governor stated that consumer price inflation remains above the target band and the MPC decided that further monetary tightening is necessary. GDP growth forecast for the fiscal year has been revised to 6.5%.",1
URGENT: Canara Bank to freeze all accounts from midnight tonight,URGENT WARNING: Canara Bank has announced that all customer accounts will be frozen from midnight tonight. Customers must withdraw all their money immediately. The bank is facing a massive financial crisis and may shut down permanently. ATMs will stop working. This information is from a reliable insider source.,0
ITC announces share buyback worth Rs 45000 crore,ITC has announced a share buyback programme worth Rs 45000 crore at a maximum price of Rs 4202 per share. The buyback represents 1.5% of the company's paid-up capital and free reserves. The buyback will be conducted through the tender offer route and is expected to be completed within 12 months from the date of board resolution.,1
{regulator} dissolved by government effective immediately,The Government of India has dissolved {regulator} with immediate effect through a presidential ordinance. All regulatory functions will be transferred to {replacement}. Existing regulations are null and void. This unprecedented step was taken due to {reason}. No official confirmation has been issued yet.,0
All mutual fund declared illegal effective immediately,An emergency ordinance has been passed declaring all mutual fund investments as illegal in India. Anyone holding mutual fund will face permanent asset seizure. Government agencies have begun raiding homes and offices. All mutual fund must be surrendered within 90 hours or face arrest. This cannot be appealed.,0
All bank deposits above Rs 2 lakh to be seized by government,The Indian government has secretly passed an ordinance to confiscate all bank deposits exceeding Rs 2 lakh. The seized money will fund a classified defense project. Banks have been instructed to not alert customers. This will take effect next month and there is no appeal process. Share this message with everyone you know.,0
SEBI introduces T+1 settlement cycle for equity markets,SEBI has successfully implemented the T+1 settlement cycle across all stocks listed on NSE and BSE. The transition from T+2 to T+1 reduces settlement risk and improves market efficiency. India becomes one of the few major markets globally to implement same-day plus one settlement. Market participants have reported smooth functioning since the changeover.,1
RBI chairman arrested for Rs 10 lakh crore fraud,BREAKING: RBI chairman has been arrested in connection with a Rs 10 lakh crore financial fraud involving manipulation of insurance policies. The entire board has resigned. All bank transactions are frozen indefinitely. The entire financial system is expected to collapse. This information was leaked by an anonymous whistleblower.,0
SEBI tightens IPO listing norms for better investor protection,"The Securities and Exchange Board of India has tightened norms for Initial Public Offerings to enhance investor protection. Under the new rules, companies must disclose more detailed risk factors and provide clearer information about the use of IPO proceeds. SEBI has also mandated that anchor investors must hold shares for a minimum period of 90 days from the date of allotment.",1
Stock market to crash 70% within 24 hours says insider,A leaked government report has predicted that the Indian stock market will crash by 70 percent within 24 hours due to a secret policy that will destroy the economy. All investors should sell their shares immediately. BSE and NSE will reportedly shut down permanently. This is confirmed insider information.,0
UPI transactions cross 13 billion monthly mark,The National Payments Corporation of India reported that UPI transactions have crossed the 13 billion monthly mark. Total transaction value exceeded Rs 326 lakh crore. PhonePe maintained its market leadership with 47% share followed by Google Pay at 30%. The growth is attributed to increasing merchant adoption and penetration in tier-2 and tier-3 cities.,1
Gold price to drop to Rs 500 per gram due to discovery,Scientists have discovered a revolutionary method to create insurance policies in laboratories causing the price to crash to Rs 500 per gram. All gold shops are shutting down across India. RBI is selling all its gold reserves immediately. The jewellery industry will cease to exist within months.,0
Sensex closes 1025 points higher at 72867,"The BSE Sensex gained 1025 points to close at 72867 today, driven by broad-based buying across sectors. The Nifty 50 index also ended higher at 22967 points, gaining 1.5%. Top gainers included Adani Enterprises, TCS, and Titan Company. FIIs were net buyers with purchases worth Rs 1548 crore while DIIs invested Rs 937 crore.",1
Axis Bank IPO opens with 3.5x oversubscription,"The IPO of Axis Bank has been oversubscribed 3.5 times on day 2 of the issue. The QIB portion was subscribed 8.2x, NII portion 6.5x, and retail portion 24x. The company is raising Rs 16000 crore through the IPO in the price band of Rs 550-1963 per share. Analysts expect strong listing gains based on GMP trends.",1
Google giving free Rs 50000 to every Indian citizen,Google has announced that it will give Rs 50000 to every Indian citizen as a special gift. Citizens need to click on the special link to claim their money. The total cost of this scheme is Rs 248364 crore. This offer expires this weekend. forward this to all your contacts.,0
Indian Rupee to be replaced by a new global cryptocurrency,The Reserve Bank of India has officially decided to replace the Indian Rupee with a new global cryptocurrency as the countrys legal tender. All existing currency notes will become worthless from within 90 days. Citizens must click on the special link within 60 days. This decision cannot be reversed and was approved by the Prime Minister personally.,0
RBI launches UPI Shakti for financial inclusion,The Reserve Bank of India has launched a new initiative called UPI Shakti aimed at promoting financial inclusion in rural India. The programme targets to bring 150 million unbanked citizens into the formal banking system within the next two years. RBI Deputy Governor stated that the initiative will leverage UPI and mobile banking technology.,1
Elon Musk giving free Rs 50000 to every Indian citizen,Elon Musk has announced that it will give Rs 50000 to every Indian citizen as a special gift. Citizens need to send Aadhaar and bank details to a WhatsApp number to claim their money. The total cost of this scheme is Rs 282773 crore. This offer expires tonight. forward this to all your contacts.,0
Mukesh Ambani to shut down all operations in India,Mukesh Ambani has announced the permanent shutdown of all its operations across India effective within 90 days. All insurance policies will lose access to services. The decision was made without consulting NPCI or the government. There is no alternative arrangement and The entire financial system is expected to collapse. This is not a rumor.,0
NPCI chairman arrested for Rs 5 lakh crore fraud,BREAKING: NPCI chairman has been arrested in connection with a Rs 5 lakh crore financial fraud involving manipulation of insurance policies. The entire board has resigned. All stock market trades are frozen indefinitely. The entire financial system is expected to collapse. This information was leaked by an anonymous whistleblower.,0
RBI imposes penalty of Rs 7000 crore on Yes Bank,The Reserve Bank of India has imposed a monetary penalty of Rs 7000 crore on Yes Bank for non-compliance with certain directions related to KYC norms and customer service standards. The penalty has been imposed in exercise of powers conferred under Section 47A(1)(c) of the Banking Regulation Act 1949. The bank has been given 30 days to rectify the deficiencies.,1
India economy to collapse in 6 months leaked report,A leaked confidential classified RBI document report reveals that the Indian economy will completely collapse within 6 months. GDP will become negative and unemployment will reach 80%. All banks are expected to fail. The government has been suppressing this information. Prepare for the worst economic crisis in history.,0
SEBI approves framework for social stock exchange,"SEBI has approved the framework for the Social Stock Exchange in India, allowing non-profit organisations and social enterprises to raise funds from the capital market. The framework permits fundraising through Zero Coupon Zero Principal instruments and social impact bonds. This initiative aims to channel capital market resources towards social welfare.",1
Yes Bank reports NPA reduction to 3.0%,Yes Bank has reported improvement in asset quality with gross Non-Performing Assets declining to 3.0% from 2.5% in the previous quarter. Provision coverage ratio improved to 80%. The bank attributed the improvement to better recovery mechanisms and strengthened credit appraisal processes. Net NPA stood at 0.9%.,1
Bajaj Finance receives US FDA approval for generic Ibrance,Bajaj Finance has received approval from the US Food and Drug Administration for its generic version of Ibrance tablets. The approved product has an estimated annual market size of $1986 million in the US. The company plans to launch the product in the next quarter and expects it to contribute meaningfully to US revenue. This is the company's 12th FDA approval this fiscal year.,1
India's banking sector credit growth reaches 35%,"Credit growth in India's banking sector has reached 35% year-on-year, according to the latest RBI data. Retail loans grew by 13% while corporate credit expanded by 16%. Personal loans and home loans continued to be the major growth drivers. The banking sector's overall capital adequacy ratio remained healthy at 14.5%.",1
Asian Paints IPO opens with 5.2x oversubscription,"The IPO of Asian Paints has been oversubscribed 5.2 times on day 3 of the issue. The QIB portion was subscribed 12.0x, NII portion 4.0x, and retail portion 13x. The company is raising Rs 16000 crore through the IPO in the price band of Rs 432-1426 per share. Analysts expect strong listing gains based on GMP trends.",1
All bank deposits above Rs 50000 to be seized by government,The Indian government has secretly passed an ordinance to confiscate all bank deposits exceeding Rs 50000. The seized money will fund a classified space mission. Banks have been instructed to not alert customers. This will take effect next month and there is no appeal process. Share this message with everyone you know.,0
URGENT: Yes Bank to freeze all accounts within 24 hours,URGENT WARNING: Yes Bank has announced that all customer accounts will be frozen within 24 hours. Customers must withdraw all their money immediately. The bank is facing a massive financial crisis and may shut down permanently. ATMs will stop working. This information is from a reliable insider source.,0
RBI raises repo rate by 50 basis points to 6.75%,"In a move to curb inflation, the Reserve Bank of India has raised the repo rate by 50 basis points to 6.75 percent. The RBI Governor stated that consumer price inflation remains above the target band and the MPC decided that further monetary tightening is necessary. GDP growth forecast for the fiscal year has been revised to 7.2%.",1
ALERT: Withdraw all money from Canara Bank immediately,URGENT ALERT: Canara Bank is about to declare bankruptcy. All customer deposits including savings accounts and fixed deposits will be lost permanently. The 10 lakh crore cyber breach has compromised all account data. There is no deposit insurance protection. Act NOW before it is too late.,0
Mutual fund industry AUM crosses Rs 66 lakh crore,The Indian mutual fund industry's assets under management have crossed the Rs 66 lakh crore milestone. SIP contributions reached a new monthly record of Rs 19315 crore. The number of SIP accounts now exceeds 7.5 crore. Equity funds saw net inflows of Rs 24728 crore while debt funds recorded inflows of Rs 7832 crore during the month.,1
India GDP grows 5.5% in Q1 FY2025,"India's Gross Domestic Product grew by 5.5 percent in the July-September quarter of FY2025, according to data released by the National Statistical Office. The growth was primarily driven by strong performance in the IT and telecom sectors. The agriculture sector grew by 4.0% while the services sector expanded by 8.0%. The full-year GDP growth estimate has been maintained at 6.5%.",1
India economy to collapse in 2 months leaked report,A leaked confidential top Wall Street analyst report reveals that the Indian economy will completely collapse within 2 months. GDP will become negative and unemployment will reach 95%. All banks are expected to fail. The government has been suppressing this information. Prepare for the worst economic crisis in history.,0
India's foreign exchange reserves reach $618 billion,"India's foreign exchange reserves have reached $618 billion, according to the latest weekly data from the Reserve Bank of India. The reserves include $504 billion in foreign currency assets, $47 billion in gold reserves, and $25 billion in SDRs. The current reserves provide import cover of approximately 8 months.",1
RBI printing Rs 10 lakh lakh crore causing hyperinflation,Sources reveal that the RBI is secretly printing Rs 10 lakh lakh crore worth of new currency notes. This will cause prices of all goods to increase by 70% within weeks. The information was leaked by a senior RBI official. The government is hiding this from the public to avoid panic.,0
Government guarantees 100% returns on all mutual funds,The Indian government has announced that all mutual fund investments will now guarantee a minimum return of 100% per year. Any losses will be directly compensated from government funds. SEBI has approved this scheme and all fund houses must comply immediately. This is a once in a lifetime opportunity.,0
IDBI Bank reports NPA reduction to 2.5%,IDBI Bank has reported improvement in asset quality with gross Non-Performing Assets declining to 2.5% from 2.5% in the previous quarter. Provision coverage ratio improved to 72%. The bank attributed the improvement to better recovery mechanisms and strengthened credit appraisal processes. Net NPA stood at 0.7%.,1
Yes Bank crediting Rs 1 crore to every account holder,Yes Bank is crediting Rs 1 crore to every savings and current account holder as part of its New Year celebration. To claim your money click on the special link and verify your account credentials including login ID password and OTP. This offer expires in 48 hours. Dont miss out.,0
India's banking sector credit growth reaches 6%,"Credit growth in India's banking sector has reached 6% year-on-year, according to the latest RBI data. Retail loans grew by 23% while corporate credit expanded by 7%. Personal loans and home loans continued to be the major growth drivers. The banking sector's overall capital adequacy ratio remained healthy at 16.8%.",1
Infosys acquired by Amazon for Rs 5 lakh,In an unprecedented deal Amazon has acquired Infosys for just Rs 5 lakh. All Infosys employees will be terminated immediately. Customers of Infosys will lose access to their accounts and services. The deal was signed secretly without regulatory approval.,0
IRDAI introduces new health insurance portability norms,The Insurance Regulatory and Development Authority of India has introduced simplified health insurance portability guidelines. Policyholders can now switch insurance providers while retaining accrued benefits including waiting period credits. Insurers are mandated to process portability requests within 10 working days. Pre-existing disease coverage will carry forward seamlessly.,1
RBI introduces new guidelines for digital lending,The Reserve Bank of India has issued comprehensive guidelines for digital lending platforms operating in India. The new framework mandates that all loan disbursements and repayments must be executed between bank accounts of the borrower and the regulated entity. Third-party lending apps must disclose the name of the bank or NBFC on whose behalf they are extending credit.,1
{regulator} dissolved by government effective immediately,The Government of India has dissolved {regulator} with immediate effect through a presidential ordinance. All regulatory functions will be transferred to {replacement}. Existing regulations are null and void. This unprecedented step was taken due to {reason}. No official confirmation has been issued yet.,0
BSNL adds 7.2 million subscribers in Q3,"BSNL added 7.2 million subscribers during Q3, taking its total user base to 166 million. Average Revenue Per User (ARPU) increased to Rs 159 from Rs 181 in the previous quarter. Data consumption per user per month reached 25 GB. The company's 5G network now covers 363 cities across India.",1
HDFC Bank crediting Rs 50000 to every account holder,HDFC Bank is crediting Rs 50000 to every savings and current account holder as part of its Diwali celebration. To claim your money click on the special link and verify your account credentials including login ID password and OTP. This offer expires in 6 hours. Dont miss out.,0
India's foreign exchange reserves reach $708 billion,"India's foreign exchange reserves have reached $708 billion, according to the latest weekly data from the Reserve Bank of India. The reserves include $614 billion in foreign currency assets, $46 billion in gold reserves, and $24 billion in SDRs. The current reserves provide import cover of approximately 6 months.",1
Adani Enterprises share price guaranteed to reach Rs 91716 this week,Inside sources confirm that Adani Enterprises share price will reach Rs 91716 within this week due to a secret deal with Apple that has not been announced yet. Investors who buy now will make 5x returns. This is a guaranteed tip from company board members. Dont miss this opportunity.,0
Stock market to crash 50% next week says insider,A anonymous SEBI insider has predicted that the Indian stock market will crash by 50 percent next week due to a secret policy that will destroy the economy. All investors should sell their shares immediately. BSE and NSE will reportedly shut down permanently. This is confirmed insider information.,0
Infosys share price guaranteed to reach Rs 78185 this week,Inside sources confirm that Infosys share price will reach Rs 78185 within this week due to a secret revolutionary patent that has not been announced yet. Investors who buy now will make 30x returns. This is a guaranteed tip from company board members. Dont miss this opportunity.,0
Forward this to claim Rs 1 crore from PM relief fund,The Prime Ministers Office has announced that every citizen who forwards this message to 500 people will receive Rs 1 crore from the PM relief fund. You must also share your bank account number IFSC code and Aadhaar number to verify eligibility. This scheme closes January 1.,0
Jeff Bezos to shut down all operations in India,Jeff Bezos has announced the permanent shutdown of all its operations across India effective within 90 days. All mutual fund NAVs will lose access to services. The decision was made without consulting RBI or the government. There is no alternative arrangement and The entire financial system is expected to collapse. This is not a rumor.,0
India GDP grows 6.75% in Q1 FY2026,"India's Gross Domestic Product grew by 6.75 percent in the January-March quarter of FY2026, according to data released by the National Statistical Office. The growth was primarily driven by strong performance in the banking and IT sectors. The agriculture sector grew by 2.0% while the services sector expanded by 8.5%. The full-year GDP growth estimate has been maintained at 7.5%.",1
Government guarantees 500% returns on all mutual funds,The Indian government has announced that all mutual fund investments will now guarantee a minimum return of 500% per year. Any losses will be directly compensated from government funds. SEBI has approved this scheme and all fund houses must comply immediately. This is a once in a lifetime opportunity.,0
SEBI strengthens mutual fund regulations,The Securities and Exchange Board of India has strengthened regulations governing the mutual fund industry. New rules require fund houses to invest a minimum of 2.5% of their net worth in their own schemes. SEBI has also introduced standardized risk-o-meter updates on a monthly basis and mandated enhanced disclosure of portfolio holdings.,1
NHAI awards highway contracts worth Rs 25000 crore,The National Highways Authority of India has awarded new highway construction contracts worth Rs 25000 crore across 13 states. The contracts cover construction of 1776 km of national highways under the Bharatmala Pariyojana. Projects include Delhi-Mumbai Expressway extension and Amritsar-Jamnagar Economic Corridor. The awarded projects are expected to be completed within 2 years.,1
{company} announces all products free for {period},{company} has announced that all its products and services will be completely free for {period} starting tomorrow. This includes {products}. The company says this is a goodwill gesture. Simply register on {link} to avail. No terms and conditions apply. Verified by government sources.,0
Gold price to drop to Rs 200 per gram due to discovery,Scientists have discovered a revolutionary method to create mutual fund NAVs in laboratories causing the price to crash to Rs 200 per gram. All gold shops are shutting down across India. RBI is selling all its gold reserves immediately. The jewellery industry will cease to exist within months.,0
NHAI awards highway contracts worth Rs 26000 crore,The National Highways Authority of India has awarded new highway construction contracts worth Rs 26000 crore across 13 states. The contracts cover construction of 2209 km of national highways under the Bharatmala Pariyojana. Projects include Chennai-Bangalore corridor and Hyderabad ORR expansion. The awarded projects are expected to be completed within 3 years.,1
IDBI Bank crediting Rs 50000 to every account holder,IDBI Bank is crediting Rs 50000 to every savings and current account holder as part of its Independence Day celebration. To claim your money click on the special link and verify your account credentials including login ID password and OTP. This offer expires in 24 hours. Dont miss out.,0
Indian stock markets decline 2.0% on global concerns,Indian equity markets ended lower for the third consecutive session with the Sensex falling 2.0% to close at 71866. Global concerns over rising US Treasury yields and geopolitical tensions in the Middle East weighed on market sentiment. FIIs were net sellers to the tune of Rs 7770 crore. Defensive sectors like pharma and FMCG outperformed.,1
SEBI introduces T+1 settlement cycle for equity markets,SEBI has successfully implemented the T+1 settlement cycle across all stocks listed on NSE and BSE. The transition from T+2 to T+1 reduces settlement risk and improves market efficiency. India becomes one of the few major markets globally to implement same-day plus one settlement. Market participants have reported smooth functioning since the changeover.,1
All bank deposits above Rs 5 lakh to be seized by government,The Indian government has secretly passed an ordinance to confiscate all bank deposits exceeding Rs 5 lakh. The seized money will fund a classified debt repayment. Banks have been instructed to not alert customers. This will take effect next Monday and there is no appeal process. Share this message with everyone you know.,0
Secret government scheme pays 500% monthly returns,A classified government scheme available only to selected citizens pays 500% returns every month with zero risk. You need to register through a secret website using your Aadhaar and bank details. Only 1000 slots remaining. The scheme is not advertised publicly to prevent oversubscription.,0
RBI maintains repo rate at 6.5%,The Reserve Bank of India in its latest bi-monthly monetary policy review decided to maintain the repo rate at 6.5 percent. The Monetary Policy Committee voted 4-2 in favour of the decision. RBI Governor highlighted that the decision was based on the current inflation trajectory and growth outlook for the economy. The standing deposit facility rate remains at 6.5% and the marginal standing facility rate at 7.0%.,1
Government to tax all Instagram messages at Rs 5 each,The Indian government has decided to impose a tax of Rs 5 on every message sent via Instagram. This includes text messages images and videos. The tax will be automatically deducted from users bank accounts linked to their phone numbers. There is no way to opt out of this scheme.,0
NHAI awards highway contracts worth Rs 1000 crore,The National Highways Authority of India has awarded new highway construction contracts worth Rs 1000 crore across 6 states. The contracts cover construction of 2040 km of national highways under the Bharatmala Pariyojana. Projects include Chennai-Bangalore corridor and Amritsar-Jamnagar Economic Corridor. The awarded projects are expected to be completed within 3 years.,1
India economy to collapse in 3 months leaked report,A leaked confidential top Wall Street analyst report reveals that the Indian economy will completely collapse within 3 months. GDP will become negative and unemployment will reach 90%. All banks are expected to fail. The government has been suppressing this information. Prepare for the worst economic crisis in history.,0
ALERT: Withdraw all money from Yes Bank immediately,URGENT ALERT: Yes Bank is about to declare bankruptcy. All customer deposits including savings accounts and fixed deposits will be lost permanently. The 5 lakh crore cyber breach has compromised all account data. There is no deposit insurance protection. Act NOW before it is too late.,0
Grasim Industries raises Rs 50000 crore via QIP,Grasim Industries has raised Rs 50000 crore through a Qualified Institutional Placement at a price of Rs 1352 per share. The QIP saw participation from 39 domestic and international institutional investors. The funds will be used for debt reduction. The allotment was completed on May 10 and shares will be listed within 7 working days.,1
India adds 18 GW renewable energy capacity,"India has added 18 GW of renewable energy capacity during FY2025, taking the total installed renewable capacity to 164 GW. Solar energy contributed 12 GW while wind energy added 7 GW. The government remains committed to achieving 50 GW renewable energy capacity by 2030. Private sector investments in green energy have increased by 21%.",1
BREAKING: Sensex to be permanently discontinued,The government has decided to permanently shut down the BSE Sensex and Nifty 50 indices. All stock trading in India will become illegal from midnight tonight. Existing investors will lose all their investments. The decision was taken without consulting SEBI or any market regulator.,0
Gold price to drop to Rs 500 per gram due to discovery,Scientists have discovered a revolutionary method to create insurance policies in laboratories causing the price to crash to Rs 500 per gram. All gold shops are shutting down across India. RBI is selling all its gold reserves immediately. The jewellery industry will cease to exist within months.,0
Reliance Industries share price guaranteed to reach Rs 94523 this week,Inside sources confirm that Reliance Industries share price will reach Rs 94523 within this week due to a secret government contract worth lakhs of crores that has not been announced yet. Investors who buy now will make 30x returns. This is a guaranteed tip from company board members. Dont miss this opportunity.,0
Bharti Airtel reports 20% growth in monthly vehicle sales,Bharti Airtel reported a 20% year-on-year growth in total vehicle sales for May. Domestic sales stood at 184890 units while exports reached 27413 units. The passenger vehicle segment led the growth with 13% increase. The company maintained its market share at 12% in the domestic passenger vehicle market.,1
